"s37rep1_sum"	"s37rep2_sum"	"s37rep3_sum"	"s32rep1_sum"	"s32rep2_sum"	"s32rep3_sum"
"ENSG00000223970"	0	0	0	0	0	1
"ENSG00000223973"	1	0	0	1	0	1
"ENSG00000223974"	0	0	1	0	1	0
"ENSG00000223984"	0	1	3	1	0	1
"ENSG00000224003"	0	0	2	0	0	0
"ENSG00000224004"	0	0	1	0	0	0
"ENSG00000224011"	0	0	0	0	1	0
"ENSG00000224016"	1	0	1	0	1	0
"ENSG00000224040"	0	1	0	0	0	0
"ENSG00000224042"	0	0	0	1	0	0
"ENSG00000224051"	16	3	15	19	3	10
"ENSG00000224058"	3	0	0	0	2	0
"ENSG00000224061"	0	0	0	0	1	0
"ENSG00000224072"	1	0	1	1	0	0
"ENSG00000224080"	4	3	0	3	0	0
"ENSG00000224081"	141	85	144	116	90	133
"ENSG00000224083"	0	0	0	1	1	1
"ENSG00000224094"	10	3	2	3	5	5
"ENSG00000224097"	0	0	0	0	0	2
"ENSG00000224106"	2	0	3	1	0	1
"ENSG00000224107"	2	2	0	1	6	1
"ENSG00000224114"	3	1	1	3	7	1
"ENSG00000224121"	1	0	0	0	0	0
"ENSG00000224126"	2	0	1	0	2	0
"ENSG00000224185"	1	1	0	1	0	0
"ENSG00000224205"	0	5	2	4	0	4
"ENSG00000224208"	0	1	1	0	1	0
"ENSG00000224236"	3	3	3	6	2	3
"ENSG00000224245"	0	0	1	0	0	0
"ENSG00000224255"	1	0	0	0	0	0
"ENSG00000224261"	6	2	4	1	0	2
"ENSG00000224273"	2	0	1	1	0	4
"ENSG00000224287"	92	126	134	63	64	88
"ENSG00000224291"	2	0	0	1	0	0
"ENSG00000224309"	0	0	4	0	0	0
"ENSG00000224312"	0	0	1	0	0	0
"ENSG00000224315"	3	0	0	0	0	0
"ENSG00000224316"	0	0	0	1	0	0
"ENSG00000224321"	12	5	14	5	29	14
"ENSG00000224323"	2	0	0	0	0	0
"ENSG00000224324"	1	0	1	0	0	1
"ENSG00000224331"	0	0	0	1	0	0
"ENSG00000224334"	0	0	0	0	1	0
"ENSG00000224346"	0	2	0	0	2	0
"ENSG00000224348"	1	0	0	0	0	0
"ENSG00000224354"	2	1	0	1	1	0
"ENSG00000224365"	0	0	2	0	1	0
"ENSG00000224366"	1	0	0	0	0	0
"ENSG00000224370"	4	2	4	1	3	1
"ENSG00000224383"	2	3	0	10	0	6
"ENSG00000224389"	4	2	1	6	1	2
"ENSG00000224401"	3	0	1	3	0	0
"ENSG00000224402"	101	85	71	49	55	49
"ENSG00000224411"	5	8	6	4	5	1
"ENSG00000224412"	1	0	0	0	0	1
"ENSG00000224414"	3	0	0	0	0	0
"ENSG00000224415"	0	1	0	0	0	0
"ENSG00000224420"	7	16	6	13	13	3
"ENSG00000224421"	0	0	0	0	1	0
"ENSG00000224425"	0	0	1	0	0	0
"ENSG00000224430"	0	0	0	2	0	7
"ENSG00000224431"	1	0	0	1	0	0
"ENSG00000224440"	3	0	0	0	2	3
"ENSG00000224447"	0	0	0	0	0	1
"ENSG00000224448"	0	0	1	0	0	0
"ENSG00000224452"	1	2	2	1	4	0
"ENSG00000224462"	0	0	2	1	0	0
"ENSG00000224464"	1	0	0	0	0	0
"ENSG00000224469"	2	3	1	0	0	0
"ENSG00000224470"	136	91	47	99	122	49
"ENSG00000224471"	2	0	3	2	1	0
"ENSG00000224479"	1	5	0	2	0	1
"ENSG00000224493"	0	0	1	0	0	0
"ENSG00000224520"	0	0	1	0	0	0
"ENSG00000224523"	0	0	0	0	3	0
"ENSG00000224531"	324	250	185	295	300	221
"ENSG00000224540"	1	0	0	0	0	0
"ENSG00000224546"	9	5	4	2	4	4
"ENSG00000224550"	3	1	0	0	2	1
"ENSG00000224551"	1	0	0	0	0	0
"ENSG00000224553"	1	1	0	0	0	0
"ENSG00000224557"	0	0	0	2	2	0
"ENSG00000224570"	0	2	1	2	1	0
"ENSG00000224573"	0	0	2	0	1	0
"ENSG00000224578"	105	118	102	96	100	87
"ENSG00000224584"	0	1	0	1	0	0
"ENSG00000224593"	3	1	2	0	0	0
"ENSG00000224597"	151	168	125	107	120	118
"ENSG00000224598"	0	0	0	0	0	1
"ENSG00000224599"	48	30	7	33	24	5
"ENSG00000224600"	0	0	0	1	0	0
"ENSG00000224607"	0	0	0	1	0	0
"ENSG00000224631"	15195	19281	16450	12375	15999	17508
"ENSG00000224646"	1	0	2	0	0	1
"ENSG00000224647"	2	0	0	0	0	0
"ENSG00000224659"	1	2	3	0	0	1
"ENSG00000224668"	3	1	1	0	0	1
"ENSG00000224674"	0	0	1	1	0	0
"ENSG00000224680"	1	0	1	1	0	1
"ENSG00000224688"	1	0	0	0	0	1
"ENSG00000224689"	0	0	0	0	2	0
"ENSG00000224697"	1	1	0	2	0	0
"ENSG00000224709"	0	0	0	2	0	1
"ENSG00000224712"	37	55	81	57	26	62
"ENSG00000224722"	4	1	2	5	2	3
"ENSG00000224725"	0	0	0	0	1	0
"ENSG00000224727"	3	2	3	2	2	0
"ENSG00000224728"	4	0	1	1	2	0
"ENSG00000224732"	0	0	0	1	0	0
"ENSG00000224751"	0	0	2	1	1	0
"ENSG00000224761"	0	0	0	1	0	1
"ENSG00000224762"	1	0	0	0	0	0
"ENSG00000224763"	0	0	0	0	0	1
"ENSG00000224778"	1	1	0	0	0	0
"ENSG00000224785"	1	0	0	0	0	0
"ENSG00000224786"	74	103	79	88	130	95
"ENSG00000224796"	1	0	0	1	0	2
"ENSG00000224800"	1	0	0	0	3	3
"ENSG00000224802"	1	0	0	1	0	0
"ENSG00000224807"	1	0	0	0	0	1
"ENSG00000224815"	0	0	0	1	0	0
"ENSG00000224816"	0	0	0	0	0	1
"ENSG00000224820"	0	1	0	1	0	0
"ENSG00000224826"	0	0	3	4	0	1
"ENSG00000224827"	6	3	8	4	3	3
"ENSG00000224829"	1	1	4	5	4	0
"ENSG00000224831"	9	5	0	3	3	3
"ENSG00000224837"	59	55	31	47	51	33
"ENSG00000224839"	0	2	0	2	0	0
"ENSG00000224856"	0	0	0	1	0	1
"ENSG00000224858"	13	7	2	4	9	5
"ENSG00000224861"	248	172	95	191	139	140
"ENSG00000224864"	1	0	0	0	0	0
"ENSG00000224877"	1106	557	263	681	596	255
"ENSG00000224881"	8	1	2	5	8	7
"ENSG00000224891"	0	0	0	0	0	1
"ENSG00000224892"	29	30	39	48	62	75
"ENSG00000224896"	3	0	0	0	0	1
"ENSG00000224902"	0	0	0	1	3	0
"ENSG00000224908"	1	0	0	0	1	0
"ENSG00000224916"	0	0	2	0	4	0
"ENSG00000224940"	15	13	21	5	18	11
"ENSG00000224942"	0	1	0	0	0	0
"ENSG00000224949"	0	0	0	0	1	0
"ENSG00000224967"	0	0	2	0	0	0
"ENSG00000224971"	0	0	0	0	0	1
"ENSG00000224976"	1	4	2	3	0	2
"ENSG00000224981"	27	20	23	16	19	21
"ENSG00000224982"	0	1	0	0	0	0
"ENSG00000224986"	0	0	1	0	0	0
"ENSG00000224993"	3	0	1	1	3	3
"ENSG00000224999"	1	0	0	2	0	2
"ENSG00000225031"	18	5	15	11	9	15
"ENSG00000225055"	0	2	0	0	0	0
"ENSG00000225067"	64	76	59	64	80	72
"ENSG00000225071"	33	36	17	27	31	30
"ENSG00000225078"	2	0	0	0	0	0
"ENSG00000225080"	1	0	0	0	3	1
"ENSG00000225082"	1	1	0	1	1	0
"ENSG00000225094"	3	0	0	0	0	0
"ENSG00000225098"	0	0	4	0	0	0
"ENSG00000225108"	31	43	27	38	19	18
"ENSG00000225118"	1	0	0	0	0	0
"ENSG00000225125"	2	1	0	0	0	0
"ENSG00000225133"	0	0	1	0	0	0
"ENSG00000225151"	16	6	6	6	6	1
"ENSG00000225154"	0	1	0	0	0	0
"ENSG00000225155"	0	1	0	0	0	0
"ENSG00000225159"	1	2	0	1	1	0
"ENSG00000225165"	0	0	0	0	1	0
"ENSG00000225170"	7	7	19	3	4	9
"ENSG00000225171"	1	1	1	2	1	0
"ENSG00000225183"	3	8	6	0	3	2
"ENSG00000225185"	1	0	0	0	0	0
"ENSG00000225190"	192	151	158	240	120	60
"ENSG00000225192"	0	0	1	0	0	0
"ENSG00000225193"	0	0	1	0	1	0
"ENSG00000225200"	14	19	12	16	13	16
"ENSG00000225210"	656	547	501	529	488	370
"ENSG00000225215"	0	0	2	0	0	0
"ENSG00000225222"	1	0	0	1	0	0
"ENSG00000225224"	2	3	2	3	3	0
"ENSG00000225246"	0	0	0	1	0	0
"ENSG00000225259"	8	1	2	4	1	1
"ENSG00000225264"	39	15	17	19	23	9
"ENSG00000225282"	0	0	1	0	0	0
"ENSG00000225286"	2	1	0	2	0	0
"ENSG00000225294"	2	1	0	0	1	0
"ENSG00000225297"	1	0	0	1	0	0
"ENSG00000225314"	0	0	1	0	0	0
"ENSG00000225338"	4	2	3	1	1	5
"ENSG00000225345"	42	38	29	44	43	42
"ENSG00000225349"	2	1	1	1	0	1
"ENSG00000225357"	1	3	0	1	0	1
"ENSG00000225358"	0	0	0	0	1	1
"ENSG00000225364"	1	0	0	0	1	0
"ENSG00000225366"	3	1	0	1	1	1
"ENSG00000225369"	1	1	1	2	0	0
"ENSG00000225371"	0	0	0	0	1	0
"ENSG00000225385"	1	0	0	0	0	0
"ENSG00000225392"	0	0	0	0	0	1
"ENSG00000225398"	0	0	1	0	1	0
"ENSG00000225400"	14	1	14	14	7	3
"ENSG00000225402"	0	0	0	0	0	1
"ENSG00000225406"	0	0	1	1	0	0
"ENSG00000225415"	0	0	0	1	3	2
"ENSG00000225416"	1	0	1	0	0	0
"ENSG00000225419"	5	0	0	0	0	3
"ENSG00000225422"	0	0	0	0	1	0
"ENSG00000225423"	1	0	0	2	1	0
"ENSG00000225447"	1	0	0	0	0	0
"ENSG00000225460"	0	1	0	0	0	0
"ENSG00000225483"	1	0	0	0	0	0
"ENSG00000225486"	1	0	0	0	0	0
"ENSG00000225491"	0	0	2	0	0	0
"ENSG00000225492"	44	41	69	31	31	40
"ENSG00000225496"	0	1	0	0	1	0
"ENSG00000225499"	2	0	1	0	0	0
"ENSG00000225502"	1	0	0	0	0	0
"ENSG00000225505"	0	2	2	2	1	3
"ENSG00000225507"	19	13	9	10	7	6
"ENSG00000225514"	0	0	0	1	0	0
"ENSG00000225526"	9	5	6	3	2	9
"ENSG00000225528"	35	50	34	30	44	33
"ENSG00000225531"	0	1	0	2	1	0
"ENSG00000225533"	0	0	0	1	0	0
"ENSG00000225536"	9	8	3	5	4	1
"ENSG00000225549"	0	0	0	5	0	0
"ENSG00000225568"	3	0	0	0	1	0
"ENSG00000225569"	0	2	0	0	0	0
"ENSG00000225573"	16	17	19	16	12	14
"ENSG00000225580"	3	7	5	3	0	2
"ENSG00000225581"	1	0	1	5	1	2
"ENSG00000225591"	1	1	1	1	0	1
"ENSG00000225603"	0	1	0	0	3	0
"ENSG00000225614"	0	0	0	0	4	0
"ENSG00000225616"	0	1	1	1	2	1
"ENSG00000225630"	5847	5644	6571	5090	4199	6590
"ENSG00000225639"	0	1	0	0	0	0
"ENSG00000225644"	0	0	2	0	0	0
"ENSG00000225648"	22	20	22	9	6	21
"ENSG00000225650"	2	0	1	0	0	0
"ENSG00000225663"	741	521	443	885	405	193
"ENSG00000225673"	1	0	0	0	0	0
"ENSG00000225674"	0	1	1	0	0	0
"ENSG00000225678"	12	4	26	6	10	16
"ENSG00000225693"	0	1	5	0	0	0
"ENSG00000225695"	1	0	3	0	1	1
"ENSG00000225697"	355	280	207	164	275	167
"ENSG00000225711"	1	0	0	0	0	0
"ENSG00000225715"	0	1	0	0	0	0
"ENSG00000225723"	1	0	0	0	0	0
"ENSG00000225726"	3	3	1	0	1	0
"ENSG00000225727"	1	0	1	0	0	0
"ENSG00000225755"	0	0	2	0	0	0
"ENSG00000225766"	1	0	4	0	0	1
"ENSG00000225769"	2	0	0	0	0	0
"ENSG00000225770"	1	3	2	1	4	2
"ENSG00000225787"	0	1	0	0	0	0
"ENSG00000225808"	1	1	1	1	0	6
"ENSG00000225813"	28	17	24	15	10	2
"ENSG00000225828"	26	22	15	17	17	14
"ENSG00000225830"	285	212	181	142	203	103
"ENSG00000225832"	0	1	0	0	0	0
"ENSG00000225840"	4647	4190	4542	3002	3424	2490
"ENSG00000225846"	0	0	1	0	0	0
"ENSG00000225854"	0	0	0	0	0	1
"ENSG00000225864"	0	0	0	2	0	0
"ENSG00000225868"	2	0	0	0	0	0
"ENSG00000225869"	1	0	0	0	0	0
"ENSG00000225871"	2	3	10	2	8	6
"ENSG00000225873"	0	3	2	8	3	0
"ENSG00000225876"	2	1	0	0	0	0
"ENSG00000225883"	46	39	10	39	30	10
"ENSG00000225899"	4	14	2	6	2	9
"ENSG00000225901"	1	1	0	0	1	1
"ENSG00000225907"	0	0	1	0	0	2
"ENSG00000225912"	0	1	0	0	0	0
"ENSG00000225918"	0	2	1	1	0	2
"ENSG00000225920"	0	2	0	3	0	5
"ENSG00000225921"	1938	1307	890	1534	1367	555
"ENSG00000225947"	0	1	0	0	0	0
"ENSG00000225950"	30	0	0	0	0	0
"ENSG00000225965"	0	0	0	0	1	0
"ENSG00000225968"	4	1	0	8	10	8
"ENSG00000225969"	1	4	2	0	2	0
"ENSG00000225972"	3701	4408	3716	3267	3900	4105
"ENSG00000225973"	321	435	452	359	392	367
"ENSG00000225976"	2	0	2	0	1	0
"ENSG00000225991"	1	6	8	0	1	0
"ENSG00000226002"	0	0	4	0	0	1
"ENSG00000226008"	3	1	1	3	0	1
"ENSG00000226015"	0	0	5	1	5	0
"ENSG00000226020"	0	0	1	0	0	0
"ENSG00000226028"	0	0	1	1	0	1
"ENSG00000226045"	0	0	0	2	0	0
"ENSG00000226049"	9	10	5	4	5	8
"ENSG00000226054"	4	1	5	1	1	4
"ENSG00000226055"	7	3	4	5	2	0
"ENSG00000226056"	1	0	2	0	0	0
"ENSG00000226057"	0	1	2	1	0	0
"ENSG00000226065"	33	43	28	41	19	19
"ENSG00000226068"	1	0	0	0	0	0
"ENSG00000226074"	0	0	0	1	0	0
"ENSG00000226080"	0	1	0	0	0	0
"ENSG00000226081"	0	0	0	1	0	0
"ENSG00000226084"	17	25	11	28	26	15
"ENSG00000226085"	11	9	9	11	8	1
"ENSG00000226086"	1	0	0	0	2	1
"ENSG00000226098"	1	0	0	1	0	0
"ENSG00000226102"	16	21	15	17	17	22
"ENSG00000226107"	1	1	0	0	1	0
"ENSG00000226121"	9	8	7	8	6	4
"ENSG00000226124"	8	17	7	3	3	17
"ENSG00000226126"	3	0	0	0	0	0
"ENSG00000226138"	1	2	0	0	1	3
"ENSG00000226141"	0	0	0	2	0	0
"ENSG00000226142"	1	0	0	0	0	0
"ENSG00000226144"	0	0	0	0	1	0
"ENSG00000226147"	0	0	1	1	1	0
"ENSG00000226148"	2	0	0	0	0	0
"ENSG00000226174"	8	4	5	0	0	4
"ENSG00000226186"	0	0	0	2	0	0
"ENSG00000226191"	2	0	0	0	1	0
"ENSG00000226205"	0	0	0	0	1	0
"ENSG00000226210"	144	87	150	139	102	61
"ENSG00000226216"	1	0	0	0	0	0
"ENSG00000226220"	0	0	0	0	1	0
"ENSG00000226221"	6	13	12	10	3	8
"ENSG00000226226"	1	0	0	0	1	0
"ENSG00000226232"	2	4	1	1	1	1
"ENSG00000226241"	0	0	0	0	1	0
"ENSG00000226243"	0	0	0	1	0	0
"ENSG00000226247"	0	1	0	0	0	0
"ENSG00000226259"	133	172	119	133	154	112
"ENSG00000226261"	0	1	0	0	0	0
"ENSG00000226268"	0	1	0	0	1	0
"ENSG00000226279"	1	0	1	2	0	0
"ENSG00000226284"	4	2	2	1	1	0
"ENSG00000226287"	1	0	0	1	0	0
"ENSG00000226306"	0	0	1	0	0	0
"ENSG00000226309"	0	1	0	0	0	0
"ENSG00000226314"	30	24	40	27	16	58
"ENSG00000226318"	1	0	1	1	1	0
"ENSG00000226321"	0	1	1	1	0	0
"ENSG00000226324"	0	0	2	0	0	0
"ENSG00000226329"	19	8	15	13	11	5
"ENSG00000226339"	0	0	0	0	1	0
"ENSG00000226340"	0	1	0	0	0	0
"ENSG00000226345"	1	0	0	0	0	1
"ENSG00000226359"	0	1	0	1	4	3
"ENSG00000226360"	104	154	164	89	124	127
"ENSG00000226361"	0	0	2	0	0	0
"ENSG00000226372"	0	0	0	0	0	2
"ENSG00000226393"	1	0	0	0	0	0
"ENSG00000226396"	14	4	2	4	7	2
"ENSG00000226413"	0	0	0	1	0	0
"ENSG00000226415"	2	4	0	2	4	2
"ENSG00000226421"	3	5	1	3	0	4
"ENSG00000226428"	0	0	0	0	0	1
"ENSG00000226429"	0	0	1	0	0	0
"ENSG00000226430"	5	3	7	4	1	4
"ENSG00000226435"	1	11	5	7	5	5
"ENSG00000226439"	1	2	0	3	2	2
"ENSG00000226450"	0	0	1	0	0	0
"ENSG00000226457"	1	3	2	1	1	0
"ENSG00000226468"	2	1	5	3	5	0
"ENSG00000226469"	0	1	0	0	0	0
"ENSG00000226478"	8	10	16	42	27	32
"ENSG00000226479"	135	108	102	83	86	67
"ENSG00000226493"	1	0	0	0	0	0
"ENSG00000226499"	3	0	3	0	0	0
"ENSG00000226501"	0	1	0	0	0	0
"ENSG00000226521"	2	0	0	0	0	1
"ENSG00000226525"	4	8	8	10	9	9
"ENSG00000226537"	0	0	0	1	1	0
"ENSG00000226539"	0	0	2	0	0	0
"ENSG00000226543"	0	0	0	0	0	1
"ENSG00000226544"	0	1	0	2	0	0
"ENSG00000226549"	0	0	0	0	2	0
"ENSG00000226552"	4	2	1	4	1	0
"ENSG00000226557"	0	0	0	0	0	1
"ENSG00000226564"	0	0	0	0	1	2
"ENSG00000226580"	2	2	6	2	2	3
"ENSG00000226608"	11	22	11	15	6	13
"ENSG00000226617"	0	0	0	1	0	1
"ENSG00000226624"	1	1	1	0	1	3
"ENSG00000226625"	1	0	0	1	0	0
"ENSG00000226626"	0	0	0	0	1	1
"ENSG00000226642"	0	0	0	0	1	2
"ENSG00000226646"	0	1	0	0	0	0
"ENSG00000226650"	6	10	6	8	9	5
"ENSG00000226652"	0	2	0	1	0	0
"ENSG00000226663"	0	0	0	0	1	0
"ENSG00000226668"	1	0	0	0	2	3
"ENSG00000226690"	8	11	17	12	49	16
"ENSG00000226705"	0	1	0	0	0	0
"ENSG00000226721"	23	13	13	18	17	14
"ENSG00000226723"	2	0	2	1	2	1
"ENSG00000226726"	1	0	0	0	1	1
"ENSG00000226742"	16	20	8	6	17	5
"ENSG00000226744"	1	0	0	0	0	0
"ENSG00000226752"	2	0	4	2	3	1
"ENSG00000226755"	0	1	0	1	0	0
"ENSG00000226761"	1	0	0	0	0	0
"ENSG00000226763"	7	3	3	3	0	5
"ENSG00000226765"	0	1	0	1	0	0
"ENSG00000226767"	0	0	1	0	0	0
"ENSG00000226774"	3	1	5	2	5	0
"ENSG00000226781"	2	4	4	2	3	0
"ENSG00000226784"	163	276	191	154	248	154
"ENSG00000226789"	1	0	1	0	1	0
"ENSG00000226792"	3	1	7	1	1	1
"ENSG00000226801"	1	0	2	0	1	0
"ENSG00000226823"	16	8	27	18	12	21
"ENSG00000226838"	0	0	0	0	0	1
"ENSG00000226855"	0	0	0	1	0	0
"ENSG00000226864"	4	2	2	2	5	10
"ENSG00000226874"	0	0	0	1	0	0
"ENSG00000226878"	1	0	0	0	0	1
"ENSG00000226885"	1	0	0	0	0	1
"ENSG00000226887"	126	91	97	69	127	79
"ENSG00000226912"	0	0	0	0	0	1
"ENSG00000226926"	0	1	0	1	0	0
"ENSG00000226937"	9	14	4	4	5	3
"ENSG00000226942"	2	2	0	4	3	3
"ENSG00000226943"	0	0	0	0	0	1
"ENSG00000226945"	2	0	0	0	0	0
"ENSG00000226948"	8	6	2	12	7	7
"ENSG00000226952"	1	0	0	2	0	0
"ENSG00000226961"	2	0	1	0	0	0
"ENSG00000226964"	0	1	3	0	3	3
"ENSG00000226971"	0	1	0	0	0	0
"ENSG00000226972"	0	0	0	1	0	1
"ENSG00000226976"	14	25	19	13	15	21
"ENSG00000226986"	9	7	6	9	4	3
"ENSG00000227008"	7	7	5	2	9	3
"ENSG00000227013"	0	0	0	0	0	1
"ENSG00000227015"	2	2	1	1	2	0
"ENSG00000227034"	1	4	2	1	2	5
"ENSG00000227038"	0	0	0	6	1	1
"ENSG00000227051"	17	17	13	24	21	30
"ENSG00000227056"	4	3	0	1	1	1
"ENSG00000227057"	891	760	344	715	664	294
"ENSG00000227064"	0	0	0	1	0	0
"ENSG00000227072"	0	0	1	1	0	0
"ENSG00000227077"	79	87	88	61	66	79
"ENSG00000227080"	87	75	107	75	39	50
"ENSG00000227081"	499	624	762	323	565	605
"ENSG00000227087"	1	1	1	0	0	0
"ENSG00000227096"	0	0	0	1	1	0
"ENSG00000227097"	121	136	133	80	97	116
"ENSG00000227105"	0	0	0	0	1	0
"ENSG00000227113"	1	0	0	0	0	0
"ENSG00000227123"	0	0	1	0	0	0
"ENSG00000227124"	503	536	455	402	395	326
"ENSG00000227141"	1	0	0	1	0	0
"ENSG00000227151"	0	0	0	1	0	0
"ENSG00000227152"	16	4	5	7	12	2
"ENSG00000227154"	0	0	0	1	0	0
"ENSG00000227159"	2	0	0	0	0	0
"ENSG00000227160"	0	0	0	0	0	1
"ENSG00000227201"	0	0	0	1	0	0
"ENSG00000227207"	4	3	1	0	3	1
"ENSG00000227211"	1	0	0	0	0	0
"ENSG00000227212"	3	0	1	0	1	0
"ENSG00000227232"	38	18	19	16	21	11
"ENSG00000227233"	0	0	0	0	1	0
"ENSG00000227234"	2	2	0	0	0	0
"ENSG00000227236"	1	0	2	0	0	0
"ENSG00000227242"	3	0	0	2	0	0
"ENSG00000227254"	1	1	0	0	0	0
"ENSG00000227257"	0	0	0	1	0	0
"ENSG00000227268"	2	0	8	5	1	1
"ENSG00000227271"	0	3	0	0	0	0
"ENSG00000227288"	1	1	0	0	3	0
"ENSG00000227295"	1	0	0	1	0	1
"ENSG00000227304"	4	8	8	17	9	4
"ENSG00000227311"	0	0	0	0	1	0
"ENSG00000227329"	2	0	0	0	0	0
"ENSG00000227331"	1	3	0	1	0	0
"ENSG00000227337"	0	1	1	0	1	1
"ENSG00000227339"	2	1	1	6	0	0
"ENSG00000227344"	6	2	0	0	0	0
"ENSG00000227345"	410	400	264	253	295	124
"ENSG00000227347"	0	0	0	1	0	0
"ENSG00000227370"	1	3	1	0	0	0
"ENSG00000227371"	0	0	1	0	0	0
"ENSG00000227372"	417	447	257	300	375	222
"ENSG00000227382"	1	6	0	0	0	2
"ENSG00000227394"	0	0	0	1	0	0
"ENSG00000227417"	2	1	2	0	1	1
"ENSG00000227437"	0	2	6	5	7	7
"ENSG00000227440"	2	2	0	0	5	0
"ENSG00000227449"	0	1	0	0	0	0
"ENSG00000227453"	0	1	0	0	0	0
"ENSG00000227454"	3	3	5	4	8	5
"ENSG00000227470"	8	4	4	3	2	1
"ENSG00000227471"	127	104	113	79	65	68
"ENSG00000227474"	0	0	1	0	1	0
"ENSG00000227488"	0	1	0	1	3	0
"ENSG00000227500"	332	390	286	409	338	192
"ENSG00000227505"	1	2	4	0	0	0
"ENSG00000227507"	0	0	1	0	0	0
"ENSG00000227523"	0	0	1	0	1	1
"ENSG00000227525"	2	2	0	1	6	3
"ENSG00000227541"	1	0	0	0	0	0
"ENSG00000227550"	0	0	0	0	0	1
"ENSG00000227568"	82	105	106	123	89	90
"ENSG00000227583"	1	0	2	0	0	0
"ENSG00000227584"	0	0	0	0	1	0
"ENSG00000227586"	4	1	0	1	1	1
"ENSG00000227613"	1	0	0	0	0	0
"ENSG00000227615"	100	135	96	83	106	109
"ENSG00000227620"	0	0	0	1	0	0
"ENSG00000227629"	0	0	1	0	0	0
"ENSG00000227632"	6	0	0	1	7	2
"ENSG00000227638"	1	0	0	0	0	0
"ENSG00000227649"	0	0	1	0	0	0
"ENSG00000227653"	3	4	10	1	2	6
"ENSG00000227666"	1	0	0	0	0	0
"ENSG00000227671"	19	13	9	7	11	10
"ENSG00000227684"	2	1	1	1	0	0
"ENSG00000227692"	0	2	4	1	0	0
"ENSG00000227693"	9	9	19	15	9	8
"ENSG00000227694"	183	258	228	197	213	221
"ENSG00000227700"	1	2	2	0	1	2
"ENSG00000227709"	0	0	1	0	0	2
"ENSG00000227714"	4	1	2	1	1	0
"ENSG00000227717"	1	2	2	2	0	2
"ENSG00000227722"	3	1	0	2	1	1
"ENSG00000227725"	0	0	0	1	0	0
"ENSG00000227730"	1	0	2	0	1	0
"ENSG00000227742"	1	0	7	0	0	0
"ENSG00000227755"	0	1	0	1	0	0
"ENSG00000227758"	1	1	0	1	9	0
"ENSG00000227762"	1	0	0	0	0	0
"ENSG00000227775"	67	42	52	28	33	69
"ENSG00000227777"	9	5	7	7	16	13
"ENSG00000227784"	1	0	0	0	0	0
"ENSG00000227790"	0	0	0	0	0	1
"ENSG00000227799"	1	1	6	7	0	0
"ENSG00000227814"	1	0	0	0	0	0
"ENSG00000227815"	0	0	2	0	0	0
"ENSG00000227825"	8	11	5	4	6	5
"ENSG00000227827"	3	3	0	1	0	0
"ENSG00000227834"	0	0	0	0	1	1
"ENSG00000227836"	1	0	0	1	0	0
"ENSG00000227845"	1	1	1	0	0	0
"ENSG00000227852"	0	1	0	3	0	2
"ENSG00000227854"	1	0	1	0	0	0
"ENSG00000227855"	14	3	11	17	14	16
"ENSG00000227868"	1	6	11	5	3	9
"ENSG00000227877"	20	11	11	6	14	8
"ENSG00000227879"	3	3	0	2	4	0
"ENSG00000227887"	1	0	0	0	0	0
"ENSG00000227890"	18	8	4	7	8	8
"ENSG00000227910"	295	245	524	257	279	473
"ENSG00000227923"	30	24	24	31	33	22
"ENSG00000227932"	0	0	2	0	3	0
"ENSG00000227934"	2	0	0	0	0	0
"ENSG00000227937"	0	2	0	0	0	0
"ENSG00000227939"	1	1	0	1	0	0
"ENSG00000227949"	0	0	0	1	0	0
"ENSG00000227962"	0	1	0	0	0	0
"ENSG00000227973"	9	13	4	3	3	7
"ENSG00000227992"	0	0	2	0	0	2
"ENSG00000228002"	1	0	0	0	1	0
"ENSG00000228007"	0	0	1	0	1	0
"ENSG00000228015"	2	5	1	4	2	1
"ENSG00000228019"	2	1	2	1	0	1
"ENSG00000228034"	0	0	0	0	1	0
"ENSG00000228038"	0	3	1	1	0	0
"ENSG00000228039"	0	0	0	0	0	1
"ENSG00000228040"	0	1	0	0	0	0
"ENSG00000228045"	0	0	0	0	0	1
"ENSG00000228049"	758	857	561	488	561	566
"ENSG00000228051"	1	0	0	0	0	0
"ENSG00000228053"	1	3	2	1	0	0
"ENSG00000228057"	9	2	6	4	0	8
"ENSG00000228071"	3	0	0	0	0	2
"ENSG00000228075"	2	2	0	0	0	0
"ENSG00000228089"	3	5	3	1	5	0
"ENSG00000228097"	0	0	2	0	0	0
"ENSG00000228110"	3	0	0	0	0	0
"ENSG00000228121"	1	0	0	0	0	0
"ENSG00000228125"	0	1	0	0	0	0
"ENSG00000228141"	11	12	3	24	1	8
"ENSG00000228144"	23	19	23	19	16	15
"ENSG00000228146"	1	2	0	2	1	0
"ENSG00000228158"	0	0	1	0	1	0
"ENSG00000228166"	0	1	0	0	1	0
"ENSG00000228168"	0	1	0	0	0	0
"ENSG00000228169"	0	0	0	0	0	1
"ENSG00000228171"	1	0	1	0	0	0
"ENSG00000228175"	59	53	56	27	55	49
"ENSG00000228194"	0	0	0	1	0	0
"ENSG00000228198"	576	339	360	251	220	218
"ENSG00000228205"	2	4	1	0	0	2
"ENSG00000228217"	1	0	1	5	1	1
"ENSG00000228218"	4	2	2	3	3	2
"ENSG00000228224"	35	46	38	17	30	30
"ENSG00000228232"	0	0	1	0	0	1
"ENSG00000228253"	10255	9748	8249	8348	7664	8702
